image_name,x1,x2,y1,y2
1474723840903DSC08089.png,229.58313,463.28485,89.40335,416.17493
1473231475010DeeplearnS11276.png,88.93239,582.8742,144.14076,355.7929
JPEG_20161205_135307_1000155917326.png,165.58981,540.1948,48.131958,434.75424
JPEG_20160711_123440_1000518778437.png,224.1807,428.6973,82.72424,428.93372
JPEG_20160803_115329_100034020722.png,105.18312,526.09546,39.708817,445.05817
147444974116511473239803010-Mast--Harbour-Men-Blue-Printed-Regular-Boat-Shoes-3651473239802717-2.png,190.83984,431.24945,41.210236,426.75397
JPEG_20160622_110649_1000527459853.png,122.30838,510.51456,139.33699,354.1928
JPEG_20160823_120737_1000784898268.png,81.450226,459.95908,69.85387,383.77386
1480965956645IMG_3094.png,212.00333,592.7438,111.24625,412.78018
14732348976417a565e40d545452688130062b267a2d2.png,29.858032,614.22626,26.650711,473.6147
1474723374370DSC07852.png,282.7037,434.15182,18.47699,440.561
JPEG_20160820_111118_100011668802.png,220.99307,435.25797,101.42485,400.7514
JPEG_20160706_105226_100087855419.png,134.67162,493.596,148.79662,333.09656
JPEG_20160621_155839_100073846506.png,208.82924,440.2428,86.50026,408.1192
1480940089861_R2A1904.png,238.40407,460.24274,147.13075,418.29224
1474637513144DSC06780.png,236.7747,421.85022,67.31912,409.88403
JPEG_20161123_170015_1000183903221.png,255.24265,413.827,40.59738,422.49167
JPEG_20161205_152655_1000319785884.png,120.02693,477.28564,65.88547,401.43896
14806550588121473324459p2-500x500.png,163.30032,518.15234,38.273407,439.20135
JPEG_20160913_110021_1000554801748.png,142.69292,618.855,106.80616,334.15533
JPEG_20161028_113656_1000884495593.png,92.49391,525.75696,81.13675,446.17227
1480485006674IMG_20161129_181135.png,29.810242,631.15344,84.426605,399.93878
1468666217374JPEG_20160712_164026_1000951901481.png,50.0506,578.3375,176.74081,311.437
1475159286472DSC08150.png,246.70824,434.4312,104.025894,416.1787
1473662770499DeeplearnS11593.png,28.97815,618.90375,51.767883,407.18024
JPEG_20161121_172423_1000451802749.png,161.54697,555.1321,92.5578,415.44553
JPEG_20160711_112635_1000386061474.png,167.12042,535.25397,173.57016,314.56223
JPEG_20161125_170806_1000294132098.png,187.47627,447.72723,61.833603,454.28455
1473664771684DeeplearnS11641.png,64.98439,561.00006,146.65176,358.54202
JPEG_20161125_142000_1000881308475.png,102.38008,482.25983,67.51567,434.97485
JPEG_20161118_130619_1000234318180.png,179.05656,549.78357,84.10951,398.37994
JPEG_20161126_173920_1000722732321.png,86.89267,553.4846,28.658356,435.25415
1480965914378IMG_3091.png,234.77536,457.41245,211.39847,408.15988
JPEG_20161028_113801_1000834228994.png,138.27899,449.44568,76.90001,417.63788
JPEG_20160527_132045_1000754722948.png,202.81291,456.5,81.336105,408.28333
1474630500639DSC08168.png,87.33554,558.23267,60.946198,435.5966
1480604337122_R2A5871.png,228.8926,526.2286,58.96164,430.25476
JPEG_20160526_131015_1000774672877.png,90.134384,515.20245,76.433,432.21906
